Medicine,Condition,Reviews,Ratings,Date,Useful Count
Anonymous,Zovirax (acyclovir),"For Photoaging of the Skin:			“Male. 49 years. 
Been using tretinoin treatment since I was 35. 
Honestly I think I look 40 on bad days and 35 on fantastic well rested days. Seriously it works. I  started on the 0.025 and worked up to the 0.05 after 2 tubes of the 0.025 and have been on 0.05 as a night moisturizer ever since.",10,"March 28, 2020",22
Anonymous,Zovirax (acyclovir),"For Photoaging of the Skin:			“much improvement after using tretinoin cream for six weeks. I feel the best moisturiser is sweet almond oil.",10,"March 1, 2020",11
Anonymous,Zovirax (acyclovir),"For Acne:			“I’m 2 weeks in and it’s getting worse and I don’t want to put it on anymore.",1,"February 27, 2020",6
Anonymous,Zovirax (acyclovir),"For Acne:			“It's been 3 weeks using tretinoin cream and my acne is almost gone, I had a huge pimple size of a quarter and it is almost gone.",10,"February 25, 2020",8
Anonymous,Zovirax (acyclovir),"Retin A Micro (tretinoin) for Acne:			“I’ve been using Retin A Micro for about 4 months now. In the first week of use I experienced dry flaking skin. If any area was super irritated I put aquafor on it was healed over night. The first 2-5 weeks my skin broke out worse than before I started using, however the pimples were smaller than usual and would clear up quickly. Weeks 6-7 my skin looked like it was finally clearing up with the exception of two stubborn areas. Those areas didn’t improve in this time but didn’t get worse. Weeks 8-10 my the two problem areas cleared up almost completely but unfortunately I was left with hyperpigmentation. I had minor breakouts on my chin. Weeks 10-12 breakouts stopped. No more purging. Skin clear with the exception of blackheads on nose and chin. Weeks 13-16 still have the blackheads although they seem to be dissipating. Skin texture feels AWESOME. Still have the hyperpigmentation on my cheeks. All in all I LOVE this stuff.",10,"February 19, 2020",21
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“this was the worst experience of my life. It made my face break out and I had big red dry patches on my face that burned so bad. I still have red scars from those spots that I didn’t have before. do not use this , I suggest accutane I have done that before also",1,"February 16, 2020",16
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“19 years old , 8 weeks completed today , used Retin A .025 (every night) along with doxy forte tablet (2 times a day), worked like a miracle!!, 1st month was a  really tough time but now my face is so much smooth and clean then before , very light marks are still there ,hope they vanish soon,MUST USE and BE PATIENT.",10,"February 15, 2020",17
Anonymous,Zovirax (acyclovir),"Retin-A (tretinoin) for Acne:			“RetinA is just an awesome cream.  There is side effect also like peeling of skin and drying of skin, but it recovers with moisturizer.  I  applied moisturizer on face at day time in night before sleeping I use this cream on pimples in very little amount . I'm applying this from 1 month ago and it's really working on my pimples my pimples get reduced and my dark spot also get lighten. It's taking time so you have to be patient and you have to apply on face where you feel like that pimples are coming also but their no need to worry it recover new pimples also and treated whole face with pimpels it's remove pimples very easily.  I love this retin a cream and it's working on my face very nicely.",9,"February 11, 2020",12
Bupropion,Depression,"Budeprion SR (bupropion):			“I was prescribed Budeprion SR for SSRI induced weight gain, focus, situational depression, many types of anxiety and PMDD.

I have a severe medication side effect fear due to having a fear of nausea/vomiting. Since my researched showed that SR had worse side effects, especially for nausea, I was scared to take it. I asked for XL but my psych wanted me on 100mg SR. I found it amazing. I did have some nausea at start, but nothing I couldn't handle and took a Gravol as needed. I had some energy back again, laser like focus, motivation, it didn't worsen my anxiety. I felt good. My PMDD disappeared. It did cause constipation though. 

My doctor wanted to increase me up to 150mg before she left town for a month and gave me XL. I hated it. I felt so exhausted and lost my focus. I felt down. No motivation. I had insomnia. My PMDD came back and along with that came suicidal thoughts.Back on SR again now (100mg bid) and feel so much better.",9,"December 17, 2020",0
Bupropion,Depression,Worked great for 5 months! I may have developed a resistance after that with periods of anger and depression!,7,"December 13, 2020",1
Bupropion,Depression,"Hi,

I started taking one bupropion pill a day and kept that dose for a month instead of upping it to the 2 pills after 4 days. I did that because of reviews I had read where they suggested a slower more gradual increase of dose.

I didn’t have any side effects other than being more thirsty, which I do not see as a bad thing because I hydrate more.

I did notice pretty quickly that I got more productive. And, I wasn’t as tired throughout the day, which is really nice because I am normally exhausted day round. Now, I just realized that I am not fixating on things as I used to. Before if there was a problem or a concern I would just stress it and stress it and keep it going around in my head. Well now, I think about it for a while and then I let it go. Which to me is optimal. Worrying does nothing to fix a problem.

Overall I am very happy with this. But I do miss drinking my wine.",10,"December 13, 2020",2
Bupropion,Depression,My depression is gone I feel normal and like my old 20 year old self. My libido has sky rocketed. I even quit smoking!! 10 out of 10 stars!!,10,"December 8, 2020",7
Bupropion,Depression,"Wellbutrin XL (bupropion):			“I've bee on Wellbutrin XL for 3 weeks and feel no difference with depression.  I have increased anxiety but still tired and groggy. I take it with Zoloft and neither have done anything so idk what I'll do next",2,"November 28, 2020",2
Bupropion,Depression,"Wellbutrin SR (bupropion):			“Wellbutrin 150sr 2x daily was prescribed for me for Severe anxiety and mild depression. This medication is great for energy but I am so short tempered and I get negative intrusive thoughts.  I like the energy it gives me and I don’t feel spaced out like on some antidepressants but I’m debating going back on Effexor 75 mg.  It is better for anxiety and irritability.  I’ve gained 10 lbs but I think it’s from the Covid lockdown stress eating so I won’t blame it on the Wellbutrin. I would recommend Wellbutrin for people with lethargy but not with anxiety disorders.",10,"November 14, 2020",10
Bupropion,Depression,"Wellbutrin (bupropion):			“I had Wellbutrin for depression, it did help me extremely with my mood. It did cause me to become more forgetful and kinda empty headed but I felt alive again. It made me lose weight and stop with food obsessions. It did increase anxiety but I weighed the pros and cons and was on it for a while bc while the pros being weight loss, and better mood the cons being forgetful and anxious weren't worth. it so I will be trying Prozac now. I was on 150mg SR 2x a day",6,"November 4, 2020",24
Bupropion,Depression,"Budeprion XL (bupropion):			“I'd been on Budeprion 150 XL for close to 1 year; felt 'ok' yet hoped to feel better. I knew something was off so the doc suggested upping to 300 XL. Felt improvement but soon developed tremor so we decided to try alternating days, ( ie: 300 XL Monday, 150 XL Tuesday, etc ) which eliminated the tremor and also improved my mental state. Another side effect of 300XL was an increase in libido, sounds good, but almost too much. It decreased after a couple of weeks. How do I know the mix is working? My thoughts are in a steady state of the present, no longer projecting into the past or into the speculation about the future. I'm not one for wishful thinking but I do hope the Wellbutrin continues to work for my mental health.",9,"October 28, 2020",11
Bupropion,Depression,"Wellbutrin XL (bupropion):			“Real and honest review. I’m a 52 yo male living in Canada. I’ve been suffering from Anxiety/ADD/Depression forever. I resisted and  procrastinated to take meds again for “years” because of not so great experiences with SSRI’s but also because I read way too much online which scared me off.  So I suffered for years until one really bad episode that forced me to take action.  I asked my doc to give me Wellbutrin (Bupropion) since it had the least negative reviews (from my years of online self-help nonsense).  Started 150mg of Wellbutrin XL for 3 weeks then 300 mg plus 10mg of Citalopram ever since . It’s been LIFE CHANGING really!  It’s crazy how I can finally function like a normal human being. I swore to myself that I would write a review here if I found the remedy to my suffering, so here it is.  Wellbutrin XL 300mg+10mg of Citalopram has worked “wonders” for me. No more Anxiety, very low ADD and NO MORE depression I really hope this helps a few of you out there.",10,"October 19, 2020",138
Bupropion,Depression,"I am just so thankful for this medication bupropion. I find myself recommending it to friends quite a bit! I've been taking it for just 8 weeks, but my life has improved dramatically already. Prior to starting this med.,  I spent almost 4 years ""self-medicating"" my depression/ADHD symptoms with prescription stimulants. Eventually, my use of Adderall, etc. turned into abuse, and my life started to fall apart amid several other major stressors. I was MISERABLE and spiralling into a deep pit of despair! This med has been HUGE in helping me climb out.
By week 2, the world seemed significantly brighter & inviting; overall, my thoughts have become more rational/positive/lucid. I find it mildly stimulating--definitely increases drive/motivation.

Cons for Me-  It often causes me pretty bad insomnia if I take it after 3 p.m. It does nothing to alleviate my anxiety issues; if anything, it has made these a bit worse, so may need a 2nd med with it. I had some mood swings during week 1.",10,"October 14, 2020",21
Bupropion,Depression,"Aplenzin (bupropion):			“I've been taking Wellbutrin (name brand only because generic doesn't do anything, plus good insurance) in one variation or another, SR's then XL's without one single side effect in all the years I've been on it. Since the Seasonal Affective Disorder gets pretty bad in the winter, I'm taking the max dose of 522mg. I started taking it October 3rd and at first, I felt like actually being productive, going for walks with my iguana, etc. I've experienced a few side effects, such as slight headache (has since gone), sore muscles (very minimal now), vision issues (just came on recently), and they're tolerable. Well, recently, the energy has ebbed somewhat and I'm back to not being as productive. It's a safe bet the SAD has begun to rear its ugly head, as it's that time of year, so there's that. My appetite has diminished enough that I'm basically back on track for following the post-bariatric surgery diet that I'd gotten away from after having had the surgery in 2015.",8,"October 10, 2020",5
Bupropion,Depression,"I’m giving this a rating of 1 because of my personal experience, as I believe it actually made my depression worse and much longer-lasting (about 6 years) with no positive effects. Many others may have found this drug helpful, so please take my rating as an example and consider your own circumstances with your psychiatrist to determine what’s best for you. 

After 4yrs of being on 150mg, then the past 2yrs being on 75mg, I recently cut my dosage down even further to 37.5mg after consulting with my psychiatrist. It has been 4 weeks now and I haven’t felt depressed once. Usually I would go a few hours in a day w/o being depressed, wondering when it would come back. 

I am both regretting being on this drug for so long while extremely thankful that I finally addressed my concerns. My point is, talk more often with your psychiatrist and do not wait years like I did to make a change. Also, explore therapy before drugs.",1,"October 4, 2020",7
Bupropion,Depression,"Wellbutrin (bupropion):			“I began Bupropion about a year ago. Took a while to kick in,  Waiting eight weeks for the hoped-for effect was like waiting eight months. I had tried another med and it left me with negative sexual side effects which is why the doctor suggested Bupropion. I've been taking low dose Viagra, honestly don't know if I need it . . . but Viagra works. I told my doctor that I'm okay, but don't seem to feel any drastic change from when I first began the med. She suggested upping to 300 mg extended release. After a week I began to feel better but, don't know if it is from the med or the high of knowing I made the attempt at trying to feel better. Wishful thinking is a good way to put it.

So here's my question: Since I was already taking Bupropion at 150 mg/day extended release should I expect the new dosage of 300 mg to take eight weeks to fully kick in? Has anyone had this experience?",9,"October 2, 2020",47
Bupropion,Depression,"I been on bupropion for about 3 months now, I started at 150mg, at first I felt amazing like nothing could upset me and been in a good mood. My Doc increased it to 300mg, and it is a totally different experience. I am getting major anxiety which I never had before, I am having sexual performance anxiety, I am feeling like I am not good anymore, and that I will not please my wife. I have never had this problem before, I was never insecure of my sex life. I don't know what to do.",1,"September 28, 2020",9
Bupropion,Depression,"Wellbutrin (bupropion):			“This medicine  Wellbutrin just made me sleepy and irritable/ depressed. Didn’t have any side effects like dry mouth or excessive energy. It kinda made my depression worse. Keep looking for the right med. It works for some but unfortunately didn’t work for me.",1,"September 24, 2020",26
Bupropion,Depression,"Bupropion works great, I was clinically depressed for months on end trying to find a reason why. I cut out gluten, caffeine, alcohol with no help. As I began to lose hope out of the blue tried this medication. At first I had anxiety which subsided quickly. This medicine makes me a more generally happy person and gives me energy and motivation to complete task. After taking it for 3 months or more I now notice no negative side definitely worth a try. I was very skeptical to try based off bad reviews, but so happy that I did. Prayers for your mental health journey god bless.",10,"September 14, 2020",39
Bupropion,Depression,"Wellbutrin (bupropion):			“I was a 250 pound fat and happy married man until I was diagnosed  with stage 3B cancer. 
 My wife and kids convinced me to see a Psych and get treated. Anyway, he started my on Wellbutrin (BUPROPION  generic) at 200mg per day.  He said this med has been around a long time and it's very safe and effective.   Note that I don't have Anxiety.   

After a week on BUPROPION,  I would sing on the way to work and was unable to take the smile off my face.  After about 6 months these feelings wore off, but I was still better than before.  My Psych upped the dosage to 300mg per day.  I take two 100mg pills at 9am and then one 100mg pill at 230pm. Overall, I'm happy.  It worked for me.  Only side effects are a little insomnia  twice per month and ringing in my ears 4 times per month, which lasts for hours each time.  The ringing is very low.  I get my meds Generic for a 90 day supply each time and my insurance  charges me $24 for that 90 day supply  (300mg/day).",9,"September 5, 2020",93
Bupropion,Depression,"Wellbutrin SR (bupropion):			“I started Wellbutrin XL 150mg (once a day) for about three weeks, Depression and ADHD, it fixed the ADHD but it caused me to cry every single day and to have more intrusive thoughts. I called my DR and he switched me to Wellbutrin SR 100mg (twice a day), todays day 1 of taking the SR, hopefully its works... to be continued.",8,"August 28, 2020",18
Bupropion,Depression,"Wellbutrin XL (bupropion):			“After taking Lexapro, I gained weight. Did not take anything for more than a year until the depression relapse began. The doctor prescribed Wellbutrin. The first 3 weeks there were bouts of anger. Waited for it to pass. Then began daily tears, and dark thoughts. The condition is worse than before taking the medicine. I gave up and after a few days - another person. I do not recommend it. It was a terrible experience for me.",1,"August 26, 2020",33
Bupropion,Depression,"I had great expectations for this drug bupropion, I needed desperate relief from depression and lack of energy. After all the positive reviews I was excited to try it out. For me so far it has been an awful experience. I’ve been on it over a month and still have loss of coordination, deeper depression, crying spells, extreme sleepiness after I take my dose and the worst I’ve noticed is a decline cognitively. I can’t remember certain words, I feel like I’m in a daze all the time and can’t remember ANYTHING.  I’ve heard people say this can last months but I’m unsure if I will be able to stay on this drug. It’s making me worse than I was to begin with.",1,"August 20, 2020",22
Bupropion,Depression,"Wellbutrin (bupropion):			“I had Bipolar Disorder with depression and psychotic symptoms.  I was put on Ability 15mg but I got Tardive Dyskinesia.  The dosage was lowered to 10mg and then 5mg.  I stopped with the psychotic symptoms immediately.   But I was still depressed and not enjoying my life.  So they added 150 mg Extended Release Wellbutrin and I got much better.  I felt a little nauseous when I first started taking it but that stopped a few months into treatment.  I still was requiring daily 1 to 2 hour naps to get through my day.  Then my medicine was increased to Wellbutrin 150MG SR two times a day.  Finally I felt like myself again.   I had energy and felt like I could take on all my responsibilities again.  It worked beautifully with Abilify for me.  Hope it works for you!",10,"August 17, 2020",53
Bupropion,Depression,"Wellbutrin XL (bupropion):			“I took Wellbutrin XL for 6 months, the first 3 months my dose was 150mg, the last 3 months dose was 300mg. I was taking it for anxiety and depression. Took a little getting used to, but nothing terrible. In the 6 months I went from 150 lbs to 128 lbs (part of it was appetite-suppressant, part was that I had the energy to go out and do things/exercise). When I was at 150mg I had more anxiety attacks, but when I went to 300mg I felt like a normal human being (still having panic attacks, but they were due to being in a bad relationship). I loved this medication, only got off because I am now pregnant and didn’t want to worry about whether it was safe for the baby or not. Will be going back on once my baby is born.",10,"August 6, 2020",88
Bupropion,Depression,"Wellbutrin XL (bupropion):			“I started wellbutrin 150 mg after being taken off Lexapro 10mg for GAD/OCD. The Wellbutrin's side effects started as soon as I started taking it, bouts of explainable crying and outbursts. I began to withdraw from family (my 5 year old son) and started with increased suicidal thoughts. HORRIBLE med for me but had good reactions for others. I quit cold turkey after three weeks and no side effects to that decision. I started prozac after about giving myself two weeks to reset from that. I also started therapy (CBT/DBT) once a week. I'm hoping to get off meds entirely.",2,"August 3, 2020",24
Bupropion,Depression,"Hi Everyone, I am an Afghanistan War Veteran that suffers from PTSD/Anxiety/Depression.  I have been on Escitalopram Oxalate the past year and recently switched to this bupropion at the direction of my mental health provider in the VA clinic. I rate this 9/10. My mind doesn’t race anymore, I am able to stay focused, able to have longer meaningful conversations with people, have a little more motivation to finish products, and make me more in tune with other peoples feelings Like I legitimately care about people when bad things happens to them. I have been on this medication for about 1 month and have lost 5 lbs, I would normally smoke about 5 cigarettes  per day and am now down to 2. And so far it looks like this is what I have been missing. Very happy with the results so far.",9,"July 28, 2020",52
Bupropion,Depression,I’ve been on bupropion for about a year and since then my sex drive is nil. I’ve been on citalopram for 11 years and had zero sexual problems. Introducing this I rarely ever want to have sex and even find solo time to be less than enjoyable. I can’t remember the last time I got wet and I’m only 37. Before this is had a very healthy drive and now I feel really bad for my husband because I’m never in the mood and often repulsed by sex. I’m super miserable. The only good thing is the energy boost in the morning.,5,"July 21, 2020",5
Citalopram,Borderline Personality Disorder,"I have been on citalopram for only 7 weeks but the improvement in my mood, anxiety, and outlook has been amazing. My sleep routine has improved also. I have no urge at present for any destructive compulsive behaviour, drink, sexual promiscuity, gambling. I am far more calm and measured. It's been an absolute revelation",10,"November 6, 2020",2
Citalopram,Borderline Personality Disorder,I've been on citalopram for about 4 years but just lately it has caused fit like symptoms so I've left it alone to see what happens and I will get prozac and try  it out,5,"September 18, 2020",3
Citalopram,Borderline Personality Disorder,"I have BPD which makes me feel emotions to an extreme extent. I got bad to the point everyday I was crying couldn’t get out of bed or go out the house had anxiety over anything and everything was having panic episodes and intrusive thoughts, hearing voices all I just didn't want to go on really couldn’t see a way out, decided to take citalopram (have been on it before and it worked wonders). I am day 3 this medicine always works straight away for me despite the doctor saying give it a month until it works properly. Since taking it I feel calm and happy none of the bad emotions have come up, a little anxiety came up but I only felt it mildly then it left. The first time I went on this medication it took my appetite and weight loss, hot flushes and was sleeping nearly all the time for the first month. This time I haven’t had any side effects at all it’s only day 3 but I feel amazing am getting out of bed early and getting on with my day, happy to go outside and Be in the world. My dose is 20mg",10,"July 17, 2020",16
Citalopram,Borderline Personality Disorder,"I take Citalopram 10mg to manage depression/anxiety along with 25mg of Lamictal for impulsivity/rage associated with Borderline personality disorder BPD. I find this combination is the first that has been effective in treating my symptoms (rage, depression, obsessive-compulsive thinking). I'm also taking B and D vitamins because I was deficient, which added to the frequency of depression and rage. This is a great combination for me so far (3 weeks in). This is the first time in 3 years I haven't had an episode in over 3 weeks!",10,"May 13, 2020",6
Citalopram,Borderline Personality Disorder,Started with 20mg for a 18 year old female experiencing depression and anxiety mainly based from a BPD diagnosis. Noticed a positive change in my depression after about 2 weeks but not much change in my anxiety. I went up to 40mg after my first month and it really helped my anxiety as well. Didn’t make me feel “numb” like most other antidepressants and I still felt like myself!,8,"November 7, 2018",5
Citalopram,Borderline Personality Disorder,Terrible experience with this drug. Made mood swings hell of alot worse after only a few weeks. This put me off treatment for a while.,1,"April 19, 2017",5
Citalopram,Borderline Personality Disorder,"I have dosed at 20mg and 10mg and I've found that 10mg works best for me. I started taking cit after getting divorced to deal with anxiety (I have PTSD and my ex exacerbated this with stalking). If I take it on an empty stomach it can give me nausea but a banana or something simple fixes this. It will give me a mild headache about an hour after taking but that doesn't last long. I do not take any other meds or herbs. I am a white female over 50. On 20 mg I felt so ""relaxed"" I tended to spend money I shouldn't. I dosed down to keep that in check. It helps me manage single parenting stress and reduces angry reactions in stressful situations. Other than the light headaches and mild temporary nausea, no other side effects.",8,"July 13, 2016",13
Cymbalta,Depression,"Don't be afraid to try this medication. I have been taking it for about four months now for depression and anxiety and it seemed to turn a light on in my brain. There were some mild side effects at first, but they passed off--the only thing I notice now are some weird dreams. I have taken SSRIs off and on for over twenty years. This was the first time I had taken an SNRI and I feel better--I'm calmer, I think more clearly, and things that bothered me a lot seem much more manageable now. If your provider prescribes this medication, at least give it a try.",10,"December 16, 2020",1
Cymbalta,Depression,I have been on Cymbalta for years at a dose of 120mg daily.  This medication has helped my depression heaps.  It has also helped manage my chronic pain and anxiety.  Before starting on Cymbalta I was hospitalised several times with depression.  I have been on Cymbalta for about 8 years and have had zero Hospital admissions since.  I do still get times I have bad depression and anxiety but Cymbalta has made it more manageable.  I do get a few side effects such as sweating but I would prefer that over feeling suicidal.,9,"October 24, 2020",38
Cymbalta,Depression,"Have been on Cymbalta for a week now for depression and chronic pain. Feel like an absolute zombie, have struggled to get my daily things done and have otherwise stared at the TV all weekend. Scared to stop because of all the horrid reviews but want to continue for the promising reviews. Why does treating depression have to be so hard? I feel worse than I did last week. Numb to the world. No motivation or desire to participate in life. I will persevere for another week and reassess. I am taking
It in the morning, perhaps I need to take it at night??? I think I will do that this week. No change to my pains.",1,"October 18, 2020",29
Cymbalta,Depression,"I had been diagnosed with depression. I started with Cymbalta 30mg for about 20 days and then switched to 60mg for 6 months.
This month I switched to 90mg for more results.

The change in my life was absolute. I feel a different man. I can do simple things (that I couldn't like to go for shopping or having a haircut). My efficiency in my work is upgrading etc.

Thank you cymbalta. You saved my live.

Negative effects :
I have a little pain sometimes, and I have problems to ejaculate with my woman. Additionally, I eat more because I do more...

9.5/10(9) for me.",9,"October 11, 2020",25
Cymbalta,Depression,"Duloxetine was my lucky shot after trying other AD's including ssri, snri and tca. Won't mention names, because these might be effective in others.",9,"September 22, 2020",28
Cymbalta,Depression,"I’ve been taking Cymbalta at a dose of 40 mg for 1 week now,  I feel light headed. Not really depressed or having anxiety, but I can’t sleep and I have no appetite. I’m already under weight. Feeling stoned all day. My stomach also churns all night. I think there must be something more tolerable for me. I can’t function. Any suggestions?",4,"September 18, 2020",46
Cymbalta,Depression,"I had been on this drug for over two years. My doctor never warned me of how my life would change on this drug. I developed extreme insomnia, sexual dysfunction, and I felt like a zombie with no emotions. I have been weaning off this pill for almost a week now and I have had extreme nausea and extreme mood swings. If I were you I’d stay far clear from this pill. It has destroyed me for the amount of time I was on it to the time I am weaning it off.",1,"September 16, 2020",30
Cymbalta,Depression,"Awful. I work overnights so I took Cymbalta in the morning with my other meds (300mg Lamotrigine and 125mg of Spironolactone) I took it with a glass of milk because I was told it didn’t matter if I took it with food or not. Terrible idea. I woke up freezing but constantly shivering and I tried to combat the nausea by eating a banana and I threw the banana up. Never in my life has a medication made me vomit. I’m in recovery so the feeling of taking it was like a foreign substance and I’ve been sober for years so that absolutely did not sit well with me. I blindly trusted my doctor and didn’t do my research, please don’t make the same mistake. I’ve never been so sick as well. And it went on for hours after one dose (30mg)

Best wishes. Hope everyone finds what they need safely and healthily.",1,"September 6, 2020",27
Cymbalta,Depression,Light headed when walking..,1,"September 2, 2020",11
Cymbalta,Depression,"Cymbalta is horrible stuff!

Adverse effects when trying to stop taking Cymbalta. 

Went from 30mg to 60mg over a month long period but don't bother with this drug as it doesn’t do what it’s prescribed to do, 

(for me anyway has not lessened anxiety or depression)

Trying to stop taking it has worsened my symptoms. 

No sleep, rapid heart beat, sweats, headaches, affected work, feeling like absolute shite, etc etc, the list goes on.

I would not recommend this drug at all!!
Stay Away.",1,"August 25, 2020",30
Cymbalta,Depression,Has anyone had liver damage or liver cancer???????,7,"August 21, 2020",27
Cymbalta,Depression,"I was diagnosed with PMDD and was prescribed Cymbalta. I don’t know if I’ve ever been so sick in my life. Nauseous, vomiting, diarrhea, insomnia, loss of appetite, dry mouth, and all of this after one dose. Never again.",1,"August 1, 2020",43
Cymbalta,Depression,"I took a 30mg Cymbalta capsule at 9am at 9.30am it was like someone threw a brick at my head then I started to get brain zaps. I thought it would wear off but I started to get cramps, became very thirsty, vomiting, became uncoordinated and then called an ambulance.
My sodium level dropped to 118 and I got hyponatremia.
they took me straight to emergency dept and gave me a brain scan and a salty drink.
I stayed in the emergency ward for 4 days and they said never to have cymbalta again or I could have a stroke or worse. I am a 58 year old healthy female 
I would be very cautious taking this drug and definitely have someone with you who can take you to hospital if things go wrong as they did with me. I was lucky I still was thinking straight enough to call and ambulance. That saved my life.",1,"June 5, 2020",89
Cymbalta,Depression,"I have been on 60mg Duloxetine daily for 1 month, 30mg daily before that to wean off Effexor. The Duloxetine was so ineffective & the withdrawal from the Effexor was so bad that I had to take both for about 6 weeks. Now with no Effexor I am back to feeling no effects from Duloxetine. I'm painfully depressed and have sudden bouts of extreme anger & irritability. I cry all the time, have no appetite, and hate going out in public. I've been on every antidepressant on the market. With Duloxetine, I might as well be eating Tic Tacs.",1,"May 28, 2020",62
Cymbalta,Depression,"I tried SSRI (paroxetine) for couple years on and off. I was off the drugs for couple years and then I decided to try SNRI drug first Effexor and then Cymbalta/Dulexotine. I took it for about 2 years. Taking this drug felt horrible. When I finally managed to got off of it (with extreme withdrawal symptoms).

Immediately after getting off the drug I had these leg pain and tingling in my feet and was was diagnosed with Type 1 insulin dependent diabetes. I was 30 at the time and have no history of Diabetes in my very large extended family. Love to hear from anybody with more to say about this…

Something tells me my usage of SSRI and mainly the SNRI is what brought about my T1D diagnosis. Anybody else with similar story? What are your thoughts about this?

Thanks",1,"May 22, 2020",45
Cymbalta,Depression,Wonderful medication. If your ready to get off then  tapper slowly and then get off medication. After I got off I smoked medical marijuana and it helped with the zaps and feeling sick -  the withdrawals only last a bit.  Hang in there.,10,"March 5, 2020",77
Cymbalta,Depression,I was on this medication over ten years ago. It took a month for the fog to lift once I had started it. But then I started to be paranoid reading about the cymbalta withdrawals on the internet. So I panicked went off it. I always start at the lowest dose possible and stay on it a month before increasing to the next to avoid being sick. And it’s the same thing when you want to get off these meds to avoid withdrawals. You go off as slow as possible. And I want to mention that these meds are metabolized by different enzymes in our body that we all have different levels of because of our DNA. So one person might need a lower dose of cymbalta than another because they metabolize it faster than others. The goal isn’t to get to the highest dose but the dose that works with your metabolism. Ten years later and I have Fibromyalgia  too now so my new doctor decided to put me on cymbalta. I started at 20mg today and will stay with that dose for at least a month before I see if I need to go up. Remember Go Slow!,9,"February 28, 2020",66
Cymbalta,Depression,I started taking Cymbalta 30mg 9 weeks ago under my primary doctor's recommendation. I had severe anxiety and insomnia and very serious depression. I slept all day and had no motivation and couldn't shake it off no matter what I did. I have tried Prozac 50mg for depression and expressed I didn't like that it made me eat all the time (which lead to 50lb weight gain) and no libido. So she recommended this. I feel very numb (but not high) as if I have no more conscience. I also have a slow reaction time to everything. People will speak to me and I don't realize until they repeat my name over 3 times. I also cannot sleep still even with all types of otc sleep medications. I take Cymbalta in the morning so it has no effect on my sleep. I am going to keep taking this medication as suggested but make a follow up appointment. Should there by any secret to make this drug less numbing I will add another review.,7,"February 27, 2020",44
Cymbalta,Depression,"Wonderful/best antidepressant on the market considering I’ve tried...Paxil, Prozac, celexa horrible!! Non worked and serious adverse starting effects! I’m on Cymbalta for depression and hydroxyzine for anxiety...Do Not Ever let a Doc put you on Klonopin WARNING ⚠️ I’ve learned from that the hard way...so what I have now is so much better..I wake up enjoying life and I feel there is hope beyond the dark..",10,"February 23, 2020",98
Cymbalta,Depression,Cymbalta has helped so much with my anxiety and depression. Here it is almost two weeks and it has been a saver and a life changer! Thank you Cymbalta!,10,"February 21, 2020",77
Cymbalta,Depression,I've been on Cymbalta for a couple of years now and at first it worked really well.  It has pretty much stopped working for me now. I suffer from chronic pain and depression so life is a lot of fun. I went off Cymbalta one time and the side effects when you go off of it are really bad. You get like lightning bolts in your head. Plus you get really disoriented. Now I'm afraid to go off of them again. I wish I could just stop taking meds all together but I'm afraid of what I would do.,5,"February 20, 2020",36
Cymbalta,Depression,"The depression & anxiety was unbelievable before I took meds. 
 The doc put me on the lowest dose of prozac which did not work and actually made it worse. So  then I was put on Cymbalta, here it is less than two weeks and I can feel little by little everyday my symptoms lesson. Now my depression & anxiety hasn’t disappeared so to speak but it’s easier to cope and maintain. I've had zero luck with SSRI in the past, my body adjusts better with SNRI’s ...there is a blood test you can request to see what works well with your chemistry so they don’t use you as a test puppet..Cymbalta is amazing and I would definitely recommend it!",10,"February 18, 2020",69
Cymbalta,Depression,I just started 4 weeks ago I do feel no emotion now except tears not what I was expecting on higher dose,5,"February 11, 2020",11
Cymbalta,Depression,"I just want to share my positive experience with Cymbalta, since there are so many negative reviews out here. Before this drug, I was on Celexa, then Lexapro...for depression, anxiety disorder and panic attacks. The SSRIs left me feeling flat inside and there were days I couldn't even get out of bed. Cymbalta has changed my life. I have no depression at the moment and have much more energy. I'm more social and have started working out again. In the first few weeks, I had minor side effects - fatigue, brain fog, headaches and nausea. They went away after a few weeks. Glad I stuck it out.",8,"February 8, 2020",116
Cymbalta,Depression,"I have ""anxious depression"" and I have been taking this drug about one month. I had started at 30mg for a week and then switched to 60mg until now. The first days were horrible when I had been sleeping about 12 hours per day had the feeling  nausea, but finally after few days everything was fine. Anxiety is totally gone and I don't feel exhausted from my mood. I feel more powerful and my mood is much better but in any case ok I am not happy. I also, sleep very good.

I will stick on this medicine. I recommend to follow doctors prescriptions.",9,"February 4, 2020",46
Efavirenz,HIV/AIDS,"Sustiva (efavirenz):			“Started on Atripla but after 3 months the dizziness and nausea was too much to bear. Changed to trivada and reduced to 400 mg sustiva and the side effects disappeared. Only slight lightheaded which resolved during the day. Sustiva works but 600 mg is too much. 400 mg was found to work just as well and with less side effects. The only problem is having to take three pills at once as sustiva only comes in 200 mg tabs. Encore study shows reduced dosage works just as well.",7,"August 26, 2016",2
